ActivityIdentifier,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Skor_SAW,Peringkat
CA_BVR-FC1:20220426:0954:FM:PS:0.211:Hydro,7.33,162.09405044510385,0.2538,7.12,65.86257217573221,0.3965,3.1233735705209655,66.4,0.0,0.34133183251623944,174
CA_BVR-AC4:20220617:0943:FM:PS:0.119:Hydro,7.67,162.09405044510385,0.2821,7.12,65.86257217573221,0.4408,3.1233735705209655,66.4,0.0,0.34100171701126303,175
CA_BVR-AC4:20220323:1101:FM:PS:0.075:Hydro,7.31,162.09405044510385,0.202,7.12,65.86257217573221,0.3157,3.1233735705209655,66.4,31.5,0.340957512580544,176
CA_BVR-MC2:20211214:0800:FM:PS:0.246:Hydro,7.53,162.09405044510385,0.1156,7.12,65.86257217573221,0.1806,3.1233735705209655,66.4,6.5,0.34069003436014467,177
CA_BVR-RED01:20211116:1007:FM:PS:0.225:Hydro,8.4,162.09405044510385,0.26,7.12,65.86257217573221,0.406,3.1233735705209655,66.4,29.2,0.34065643013494906,178
CA_BVR-LC01:10162023:1138:FM:PS:0.481:Hydro,8.31,162.09405044510385,0.2552,7.12,65.86257217573221,0.3987,3.1233735705209655,66.4,29.8,0.3406403393501944,179
nwisca.01.02104248,7.85,46.7,411.2775,7.12,3.54,116.5,0.7050000000000001,66.4,37.403660625,0.34042405636497475,180
CA_BVR-AC2:20220421:1124:FM:PS:0.137:Hydro,8.38,162.09405044510385,0.2188,7.12,65.86257217573221,0.3418,3.1233735705209655,66.4,17.3,0.3401110658208907,181
CA_BVR-AC4:20210316:1148:FM:PS:0.147:Hydro,7.92,162.09405044510385,0.2394,7.12,65.86257217573221,0.374,3.1233735705209655,66.4,31.5,0.33983858917969806,182
CA_BVR-LC01:20220711:1120:FM:PS:0.446:Hydro,8.62,162.09405044510385,0.2696,7.12,65.86257217573221,0.4213,3.1233735705209655,66.4,25.0,0.3398353056787829,183
POMO989_WQX-HAB:SHADY01:2020623:1156:F,8.52,162.09405044510385,0.2098,7.12,65.86257217573221,0.3276,3.1233735705209655,66.4,14.32,0.3397213061177059,184
CA_BVR-KC1:20200109:1005:FM:PS:0.347:Hydro,7.71,162.09405044510385,0.144,7.12,65.86257217573221,0.2245,3.1233735705209655,66.4,9.0,0.33969962547516386,185
nwisca.01.02100540,7.4,12.4,22.683333333333334,7.12,0.59,47.0,0.79,66.4,37.403660625,0.33942700552641986,186
nwisca.01.02100335,8.3,57.6,68.71333333333332,7.12,0.13,142.0,0.8,66.4,37.403660625,0.33878470376103026,187
nwisca.01.02401965,7.5,8.31,15.01,7.12,0.57,28.0,0.96,66.4,37.403660625,0.33873528586108603,188
CA_BVR-FC2:20220401:1026:FM:PS:0.302:Hydro,7.52,162.09405044510385,0.2914,7.12,65.86257217573221,0.4553,3.1233735705209655,66.4,0.0,0.33866294279751047,189
CA_BVR-LC01:20210517:1120:FM:PS:0.46:Hydro,8.53,162.09405044510385,0.2337,7.12,65.86257217573221,0.3652,3.1233735705209655,66.4,16.6,0.33826081129965235,190
CA_BVR-LC01:10042023:1148:FM:PS:0.362:Hydro,8.16,162.09405044510385,0.2501,7.12,65.86257217573221,0.3907,3.1233735705209655,66.4,25.1,0.33820732239543194,191
CA_BVR-SCOT01:20220603:0940:FM:PS:0.319:Hydro,7.47,162.09405044510385,0.0,7.12,65.86257217573221,0.3591,3.1233735705209655,66.4,33.2,0.33770104226223585,192
nwisca.01.02102255,8.0,35.1,37.9475,7.12,1.4,106.5,0.8,66.4,37.403660625,0.3375214057990158,193
nwisca.01.02100310,8.3,57.5,67.38,7.12,0.13,140.0,0.83,66.4,37.403660625,0.3373983812126178,194
CA_BVR-LC01:20210728:1043:FM:PS:0.51:Hydro,8.78,162.09405044510385,0.2392,7.12,65.86257217573221,0.3738,3.1233735705209655,66.4,14.6,0.33736851298265286,195
CA_BVR-SCOT01:20220707:1034:FM:PS:0.198:Hydro,7.46,162.09405044510385,0.2931,7.12,65.86257217573221,0.4579,3.1233735705209655,66.4,291.3,0.33698624088222096,196
CA_BVR-RED01:20210811:0845:FM:PS:0.283:Hydro,8.84,162.09405044510385,0.2502,7.12,65.86257217573221,0.3912,3.1233735705209655,66.4,15.1,0.3369441269559127,197
CA_BVR-RED01:10042023:1118:FM:PS:0.453:Hydro,8.32,162.09405044510385,0.2484,7.12,65.86257217573221,0.3881,3.1233735705209655,66.4,19.7,0.33683002004565266,198
CA_BVR-AC1:20220209:0945:FM:PS:0.267:Hydro,7.9,162.09405044510385,0.1823,7.12,65.86257217573221,0.2849,3.1233735705209655,66.4,12.1,0.33666599680122333,199
nwisca.01.02302307,7.4,9.04,14.676666666666668,7.12,0.76,35.0,0.97,66.4,37.403660625,0.3361483928381705,200
CA_BVR-RED01:20220907:0948:FM:PS:0.141:Hydro,7.77,162.09405044510385,0.3391,7.12,65.86257217573221,0.5298,3.1233735705209655,66.4,328.1,0.33591220833604124,201
CA_BVR-LC01:20220920:1143:FM:PS:0.283:Hydro,8.92,162.09405044510385,0.2727,7.12,65.86257217573221,0.4261,3.1233735705209655,66.4,16.0,0.33589043787115996,202
POMO989_WQX-HAB:SHADY01:2020511:1046:F,7.98,162.09405044510385,0.2107,7.12,65.86257217573221,0.3293,3.1233735705209655,66.4,15.031500000000001,0.3355267000397926,203
CA_BVR-RED01:20220419:1040:FM:PS:0.45:Hydro,8.33,162.09405044510385,0.2891,7.12,65.86257217573221,0.4517,3.1233735705209655,66.4,25.9,0.3354327243146854,204
CA_BVR-FC1:20220421:1035:FM:PS:0.236:Hydro,7.47,162.09405044510385,0.1664,7.12,65.86257217573221,0.26,3.1233735705209655,66.4,11.2,0.3354311023038289,205
POMO989_WQX-HAB:SHADY01:201917:1135:F,7.49,162.09405044510385,0.176,7.12,65.86257217573221,0.2749,3.1233735705209655,66.4,12.4575,0.33532732235486623,206
CA_BVR-FC3:20220603:0902:FM:PS:0.419:Hydro,6.76,162.09405044510385,0.2525,7.12,65.86257217573221,0.3946,3.1233735705209655,66.4,204.9,0.33494495825229154,207
nwisca.01.02302298,8.4,60.3,72.38,7.12,0.13,144.0,0.91,66.4,37.403660625,0.33493858174537605,208
HPUL1EPA_WQX-SC-01:20211229:0840:FM:PS:,11.2,162.09405044510385,95.0,7.12,65.86257217573221,146.4,3.1233735705209655,66.4,35.6,0.3346862767483289,209
nwisca.01.02401966,7.0,9.38,17.343333333333334,7.12,0.57,33.0,0.91,66.4,37.403660625,0.33411293379599954,210
CA_BVR-KC1:20220421:1143:FM:PS:0.156:Hydro,8.19,162.09405044510385,0.1727,7.12,65.86257217573221,0.2698,3.1233735705209655,66.4,9.0,0.33396893972277264,211
CA_BVR-LC01:20220823:1248:FM:PS:0.304:Hydro,8.64,162.09405044510385,0.2936,7.12,65.86257217573221,0.4588,3.1233735705209655,66.4,19.0,0.33385545952039747,212
nwisca.01.02206385,8.5,58.2,69.38,7.12,0.1,140.0,0.99,66.4,37.403660625,0.33319231974359126,213
NARS_WQX-240080_2324,8.09,162.09405044510385,246.45972997594052,7.12,38.8,338.4017245542537,1.08,66.4,0.0,0.33289784110322285,214
nwisca.01.02306450,6.8,3.65,6.01,7.12,0.39,12.0,2.53,66.4,37.403660625,0.332877852844973,215
nwisca.01.02003738,8.4,63.6,72.71666666666667,7.12,0.13,144.0,0.98,66.4,37.403660625,0.33241025587524503,216
nwisca.01.02102877,6.7,3.49,5.51,7.12,0.42,12.0,2.88,66.4,37.403660625,0.33210581019519114,217
nwisca.01.02206377,7.775573846153846,59.7,58.08,7.12,0.12,149.0,0.84,66.4,37.403660625,0.3321007984295017,218
CA_BVR-RED01:20220221:1057:FM:PS:0.459:Hydro,8.56,162.09405044510385,0.2567,7.12,65.86257217573221,0.4011,3.1233735705209655,66.4,13.9,0.33194340409625844,219
CA_BVR-SC1:20220421:1114:FM:PS:0.038:Hydro,7.79,162.09405044510385,0.4332,7.12,65.86257217573221,0.6769,3.1233735705209655,66.4,0.0,0.33141272736181127,220
CA_BVR-LC01:20210811:0930:FM:PS:0.458:Hydro,8.47,162.09405044510385,0.2581,7.12,65.86257217573221,0.403,3.1233735705209655,66.4,14.1,0.3312528139055423,221
CA_BVR-AND01:20220718:0928:FM:PS:0.258:Hydro,7.69,162.09405044510385,0.097,7.12,65.86257217573221,0.1516,3.1233735705209655,66.4,4.1,0.33117991556100734,222
CA_BVR-AC3:20220302:1157:FM:PS:0.107:Hydro,7.68,162.09405044510385,0.2216,7.12,65.86257217573221,0.3463,3.1233735705209655,66.4,15.2,0.330994227514143,223
nwisca.01.02102128,8.45,167.0,107.8675,7.12,32.3,346.0,1.0,66.4,37.403660625,0.33092858318204693,224
CA_BVR-RED01:20220531:1214:FM:PS:0.469:Hydro,8.65,162.09405044510385,0.2657,7.12,65.86257217573221,0.4149,3.1233735705209655,66.4,13.2,0.330572209723163,225
CA_BVR-AC3:20200302:1035:FM:PS:0.018:Hydro,7.47,162.09405044510385,0.2052,7.12,65.86257217573221,0.3209,3.1233735705209655,66.4,13.5,0.3298462606449338,226
nwisca.01.02001388,7.3,10.9,20.013333333333332,7.12,0.64,42.0,1.08,66.4,37.403660625,0.32951158548526355,227
nwisca.01.02201778,8.1,60.8,73.38333333333334,7.12,0.15,144.0,0.99,66.4,37.403660625,0.3294587142406411,228
nwisca.01.02002363,7.4,7.7,15.01,7.12,0.53,29.0,1.38,66.4,37.403660625,0.32927200137053675,229
CA_BVR-FC3:20220707:1105:FM:PS:0.161:Hydro,6.74,162.09405044510385,0.23675000000000002,7.12,65.86257217573221,0.3699,3.1233735705209655,66.4,30.4,0.32918910944374147,230
nwisca.01.02001931,7.4,8.09,17.346666666666668,7.12,0.55,31.0,1.36,66.4,37.403660625,0.32876443625194873,231
CA_BVR-AC3:20210316:1218:FM:PS:0.162:Hydro,7.8,162.09405044510385,0.2288,7.12,65.86257217573221,0.3574,3.1233735705209655,66.4,13.6,0.3287036163245032,232
nwisca.01.02206384,7.4,9.26,18.346666666666668,7.12,0.85,37.0,1.25,66.4,37.403660625,0.3286767331881716,233
CA_BVR-AC4:20220602:1147:FM:PS:0.17:Hydro,7.04,162.09405044510385,0.2641,7.12,65.86257217573221,0.4127,3.1233735705209655,66.4,31.1,0.3283399666314429,234
CA_BVR-COY01:20220503:1233:FM:PS:0.152:Hydro,7.8,162.09405044510385,0.3199,7.12,65.86257217573221,0.4998,3.1233735705209655,66.4,27.0,0.32818011973131267,235
CA_BVR-MC2:20220209:0825:FM:PS:0.228:Hydro,7.3,162.09405044510385,0.1226,7.12,65.86257217573221,0.1916,3.1233735705209655,66.4,5.6,0.3273730990075427,236
nwisca.01.02202845,8.0,33.1,37.6225,7.12,1.17,100.5,1.1,66.4,37.403660625,0.32725052276810424,237
nwisca.01.02306448,7.6,5.86,13.343333333333334,7.12,0.53,21.0,2.39,66.4,37.403660625,0.3270838440139205,238
nwisca.01.02201775,7.1,5.79,8.01,7.12,0.42,18.0,1.81,66.4,37.403660625,0.3270405757497448,239
nwisca.01.02002443,7.2,7.3,16.346666666666668,7.12,0.51,28.0,1.47,66.4,37.403660625,0.32701983311822364,240
nwisca.01.02105723,8.3,50.2,63.376666666666665,7.12,0.11,127.0,1.17,66.4,37.403660625,0.3269500864005135,241
CA_BVR-SIEG01:20220525:1437:FM:PS:0.148:Hydro,7.92,162.09405044510385,0.6052,7.12,65.86257217573221,0.9457,3.1233735705209655,66.4,0.0,0.3269270836448417,242
nwisca.01.02002442,7.3,5.71,8.51,7.12,0.44,21.0,2.09,66.4,37.403660625,0.32678333131873905,243
POMO989_WQX-HAB:SHADY01:2020414:1043:F,7.73,162.09405044510385,0.2297,7.12,65.86257217573221,0.3586,3.1233735705209655,66.4,12.673,0.32643220986578386,244
nwisca.01.02206383,7.2,6.65,8.51,7.12,0.78,24.0,1.71,66.4,37.403660625,0.325882733830335,245
nwisca.01.02002941,8.6,94.9,76.07,7.12,5.87,237.5,1.3,66.4,37.403660625,0.3257878537420819,246
CA_BVR-RED01:20220809:1123:FM:PS:0.233:Hydro,7.08,162.09405044510385,0.419,7.12,65.86257217573221,0.6547,3.1233735705209655,66.4,1000.0,0.32535380126043967,247
CA_BVR-KC1:20210429:0408:FM:PS:0.004:Hydro,7.48,162.09405044510385,0.4106,7.12,65.86257217573221,0.6415,3.1233735705209655,66.4,61.5,0.3251338907651537,248
CA_BVR-RED01:20210921:0944:FM:PS:0.411:Hydro,8.58,162.09405044510385,0.2696,7.12,65.86257217573221,0.4227,3.1233735705209655,66.4,11.0,0.32508556291596336,249
nwisca.01.02002944,7.699999999999999,29.2,32.785,7.12,1.01,89.0,1.1,66.4,37.403660625,0.3250599199426788,250
CA_BVR-FC1:20210202:0827:FM:PS:0.012:Hydro,7.29,162.09405044510385,0.161,7.12,65.86257217573221,0.252,3.1233735705209655,66.4,7.9,0.3249810377586694,251
nwisca.01.02102010,8.25,87.0,69.55,7.12,5.86,225.5,1.2,66.4,37.403660625,0.32470656468074105,252
nwisca.01.02101913,7.2,11.1,20.013333333333332,7.12,0.78,44.0,1.24,66.4,37.403660625,0.3246953337372696,253
nwisca.01.02306449,7.1,5.48,9.01,7.12,0.52,19.0,2.32,66.4,37.403660625,0.3245178205060369,254
CA_BVR-FC2:20220520:0958:FM:PS:0.143:Hydro,6.91,162.09405044510385,0.2689,7.12,65.86257217573221,0.4202,3.1233735705209655,66.4,24.6,0.32419127743230153,255
nwisca.01.02201986,7.2,6.3,13.343333333333334,7.12,0.64,23.0,2.04,66.4,37.403660625,0.3240687161964699,256
nwisca.01.02101241,7.3,7.07,10.015,7.12,0.99,23.0,1.9,66.4,37.403660625,0.3238654002877008,257
CA_BVR-FC2:20220608:1157:FM:PS:0.245:Hydro,7.25,162.09405044510385,0.1837,7.12,65.86257217573221,0.287,3.1233735705209655,66.4,9.3,0.32343079094131255,258
nwisca.01.02104576,7.949999999999999,50.6,444.0275,7.12,3.48,110.0,1.19,66.4,37.403660625,0.3233219924854835,259
nwisca.01.02203853,7.775573846153846,196.0,246.45972997594052,7.12,35.8,440.0,1.05,66.4,37.403660625,0.3232084099621397,260
nwisca.01.02203356,7.775573846153846,193.0,246.45972997594052,7.12,36.5,429.0,1.06,66.4,37.403660625,0.32294267366602997,261
HPUL1EPA_WQX-LC-01:20220920:1129:FM:PS:,12.1,162.09405044510385,175.0,7.12,65.86257217573221,268.8,3.1233735705209655,66.4,10.1,0.322933050616191,262
nwisca.01.02207418,7.2,6.78,17.346666666666668,7.12,0.56,28.0,1.99,66.4,37.403660625,0.3228970029991705,263
nwisca.01.02202690,7.775573846153846,189.0,246.45972997594052,7.12,37.2,410.0,1.07,66.4,37.403660625,0.3226866875978646,264
CA_BVR-MC1:20211214:0929:FM:PS:0.473:Hydro,7.86,162.09405044510385,0.159,7.12,65.86257217573221,0.2482,3.1233735705209655,66.4,6.4,0.3226610688798596,265
HPUL1EPA_WQX-RS-01:20220920:1149:FM:PS:,12.06,162.09405044510385,175.0,7.12,65.86257217573221,268.0,3.1233735705209655,66.4,10.1,0.32256956413928173,266
nwisca.01.02102880,7.1,5.96,14.68,7.12,0.58,23.0,2.4,66.4,37.403660625,0.3220603077079982,267
CA_BVR-LC01:20211012:1217:FM:PS:0.5:Hanna,8.57,162.09405044510385,0.195,7.12,65.86257217573221,0.39,3.1233735705209655,66.4,8.9,0.32165504507454135,268
nwisca.01.02100704,8.2,53.6,63.379999999999995,7.12,0.13,132.0,1.4,66.4,37.403660625,0.3215495579591498,269
nwisca.01.02302308,7.4,9.24,16.68,7.12,1.06,34.0,1.8,66.4,37.403660625,0.32121011441135533,270
nwisca.01.02102023,7.3,10.7,24.353333333333335,7.12,0.82,43.0,1.54,66.4,37.403660625,0.3212062914784543,271
nwisca.01.02102062,8.7,145.0,106.645,7.12,30.4,343.0,1.67,66.4,37.403660625,0.32096169293519833,272
CA_BVR-LC01:20210921:1025:FM:PS:0.533:Hydro,8.42,162.09405044510385,0.268,7.12,65.86257217573221,0.419,3.1233735705209655,66.4,9.8,0.3207905318573984,273
CA_BVR-LC01:20210607:1207:FM:PS:0.502:Hydro,8.4,162.09405044510385,0.2355,7.12,65.86257217573221,0.368,3.1233735705209655,66.4,8.5,0.3206953825887613,274
CA_BVR-COY01:20220524:1236:FM:PS:0.269:Hydro,7.84,162.09405044510385,0.303,7.12,65.86257217573221,0.4735,3.1233735705209655,66.4,14.2,0.32067907378425,275
nwisca.01.02302299,8.2,54.1,65.37666666666667,7.12,0.12,131.0,1.47,66.4,37.403660625,0.32048052795417226,276
nwisca.01.02102879,7.4,9.34,19.013333333333332,7.12,0.71,37.0,1.86,66.4,37.403660625,0.32047682810698547,277
nwisca.01.02103845,7.9,48.1,391.5275,7.12,4.04,131.5,1.32,66.4,37.403660625,0.320430563621171,278
nwisca.01.02105787,8.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,214.0,1.56,66.4,33.0,0.3202824615096022,279
HPUL1EPA_WQX-SC-01:20230626:1340:FM:PS:,9.14,162.09405044510385,179.0,7.12,65.86257217573221,275.1,3.1233735705209655,66.4,79.2,0.32025342037379967,280
nwisca.01.02102888,8.3,140.0,102.14,7.12,28.0,335.5,1.45,66.4,37.403660625,0.3201561739980829,281
nwisca.01.02302300,7.775573846153846,55.8,49.065,7.12,0.11,134.0,1.26,66.4,37.403660625,0.3200393889136898,282
nwisca.01.02100074,7.949999999999999,48.4,652.28,7.12,3.46,128.0,1.37,66.4,37.403660625,0.3200197493298459,283
CA_BVR-RED01:09202023:1107:FM:PS:0.44:Hydro,8.4,162.09405044510385,0.2428,7.12,65.86257217573221,0.3793,3.1233735705209655,66.4,8.6,0.31998644355613326,284
nwisca.01.02104838,7.775573846153846,201.0,134.685,7.12,35.2,338.4017245542537,1.2,66.4,37.403660625,0.3195346186983879,285
CA_BVR-RED01:20211208:1118:FM:PS:0.265:Hydro,7.7,162.09405044510385,0.2776,7.12,65.86257217573221,0.4345,3.1233735705209655,66.4,12.6,0.3194565021676781,286
nwisca.01.02101912,8.1,53.4,58.70333333333334,7.12,0.13,125.0,1.49,66.4,37.403660625,0.3193263269462217,287
nwisca.01.02001432,8.3,50.3,61.04,7.12,0.09,119.0,1.67,66.4,37.403660625,0.31907046151711,288
nwisca.01.02001932,8.3,49.2,59.71,7.12,0.09,115.0,1.69,66.4,37.403660625,0.31891335041218943,289
CA_BVR-MCC1:20210429:0422:FM:PS:0.252:Hydro,7.21,162.09405044510385,0.6798,7.12,65.86257217573221,1.062,3.1233735705209655,66.4,0.0,0.3189096098838195,290
nwisca.01.02102063,8.7,144.0,104.64,7.12,29.5,342.0,1.88,66.4,37.403660625,0.3189078367373042,291
CA_BVR-FC3:20220520:0945:FM:PS:0.142:Hydro,6.91,162.09405044510385,0.2692,7.12,65.86257217573221,0.4206,3.1233735705209655,66.4,16.8,0.31886674064907855,292
nwisca.01.02102878,8.3,50.5,61.71,7.12,0.12,123.0,1.69,66.4,37.403660625,0.31883837809506377,293
HPUL1EPA_WQX-SC-01:20230808:1300:FM:PS:,9.02,162.09405044510385,208.0,7.12,65.86257217573221,320.2,3.1233735705209655,66.4,71.5,0.31877419064740287,294
nwisca.01.02101910,7.1,6.1,8.51,7.12,0.73,21.0,3.1233735705209655,66.4,37.403660625,0.3186483957972227,295
nwisca.01.02206376,7.775573846153846,48.4,42.56,7.12,0.1,114.0,1.36,66.4,37.403660625,0.3186123134452076,296
nwisca.01.02102022,8.2,53.0,62.71,7.12,0.12,124.0,1.62,66.4,37.403660625,0.3185956828961631,297
CA_BVR-AC2:20220525:1057:FM:PS:0.059:Hydro,7.57,162.09405044510385,0.2659,7.12,65.86257217573221,0.4154,3.1233735705209655,66.4,12.0,0.3185898719946581,298
HPUL1EPA_WQX-SC-01:20230621:1013:FM:PS:,8.94,162.09405044510385,177.0,7.12,65.86257217573221,271.6,3.1233735705209655,66.4,82.5,0.3185775374666043,299
nwisca.01.02303546,8.8,162.09405044510385,246.45972997594052,7.12,24.0,415.0,3.1233735705209655,66.4,120.0,0.31835013868190865,300
nwisca.01.02308113,7.7,54.4,62.70666666666667,7.12,0.09,128.0,1.32,66.4,37.403660625,0.31830532148007296,301
nwisca.01.02207417,7.2,8.72,15.01,7.12,0.67,34.0,2.03,66.4,37.403660625,0.31828383815852096,302
CA_BVR-CC1:20200302:1014:FM:PS:0.056:Hydro,6.69,162.09405044510385,0.3823,7.12,65.86257217573221,0.598,3.1233735705209655,66.4,48.0,0.31819978172223656,303
nwisca.01.02400182,9.3,106.0,143.43,7.12,35.0,414.0,3.1233735705209655,66.4,37.403660625,0.31815407324844236,304
HPUL1EPA_WQX-AC-01:20230113:1055:FM:PS:,8.71,162.09405044510385,67.0,7.12,65.86257217573221,103.7,3.1233735705209655,66.4,154.0,0.3181456596919567,305
MORONGO1_WQX-M003041923,8.55,162.09405044510385,108.62,7.12,65.86257217573221,167.1,3.1233735705209655,66.4,849.0,0.31813277181785427,306
CA_BVR-FC2:20220623:1106:FM:PS:0.242:Hydro,7.29,162.09405044510385,0.2561,7.12,65.86257217573221,0.4002,3.1233735705209655,66.4,12.2,0.3176616769657904,307
CA_BVR-FC2:20220525:1025:FM:PS:0.175:Hydro,7.45,162.09405044510385,0.2999,7.12,65.86257217573221,0.4686,3.1233735705209655,66.4,14.3,0.31756982080363894,308
nwisca.01.02001843,8.2,50.2,57.03666666666667,7.12,0.1,116.0,1.74,66.4,37.403660625,0.31742743644964827,309
nwisca.01.02306446,7.9,43.7,54.370000000000005,7.12,0.08,102.0,1.56,66.4,37.403660625,0.3171399091934267,310
HPUL1EPA_WQX-SC-01:20230802:1510:FM:PS:,8.79,162.09405044510385,205.0,7.12,65.86257217573221,315.3,3.1233735705209655,66.4,79.1,0.3170608694286864,311
CA_BVR-FC3:20220426:1021:FM:PS:0.409:Hydro,7.1,162.09405044510385,0.2627,7.12,65.86257217573221,0.4105,3.1233735705209655,66.4,13.3,0.31698976011902474,312
nwisca.01.02302309,6.5,6.96,14.676666666666668,7.12,0.63,26.0,1.93,66.4,37.403660625,0.3165606870193774,313
nwisca.01.02303846,8.5,162.09405044510385,246.45972997594052,7.12,27.5,422.5,3.1233735705209655,66.4,200.0,0.31655728862519983,314
nwisca.01.02002993,8.0,37.3,48.699999999999996,7.12,0.08,88.0,1.74,66.4,37.403660625,0.3165329333080424,315
nwisca.01.02200864,8.6,162.09405044510385,246.45972997594052,7.12,76.9,1865.0,3.1233735705209655,66.4,120.0,0.3165066709694796,316
nwisca.01.02001389,8.0,50.1,57.370000000000005,7.12,0.09,117.0,1.7,66.4,37.403660625,0.31602987504661456,317
HPUL1EPA_WQX-SC-01:20231004:1334:FM:PS:,8.59,162.09405044510385,302.0,7.12,65.86257217573221,464.5,3.1233735705209655,66.4,97.2,0.3158892794627077,318
POMO989_WQX-HAB:SHADY01:8182020:1003:F,8.08,162.09405044510385,0.2206,7.12,65.86257217573221,0.3447,3.1233735705209655,66.4,7.5040000000000004,0.31588538492043033,319
MORONGO1_WQX-BC1122121,8.34,162.09405044510385,348.41,7.12,65.86257217573221,536.0,3.1233735705209655,66.4,453.0,0.3158792732806602,320
CA_BVR-KC1:20210407:0443:FM:PS:0.11:Hanna,8.27,162.09405044510385,181.0,7.12,65.86257217573221,361.0,3.1233735705209655,66.4,0.0,0.31587432178379493,321
nwisca.01.02306447,6.3,7.19,16.346666666666668,7.12,0.6,26.0,1.76,66.4,37.403660625,0.31569243758599447,322
nwisca.01.02303842,8.5,162.09405044510385,246.45972997594052,7.12,28.1,486.5,3.1233735705209655,66.4,120.0,0.31561808612576236,323
HPUL1EPA_WQX-CD-01:20211229:0935:FM:PS:,11.87,162.09405044510385,109.0,7.12,65.86257217573221,167.5,3.1233735705209655,66.4,8.44,0.3154101886475128,324
nwisca.01.02302301,8.3,51.6,66.04333333333334,7.12,0.11,127.0,2.08,66.4,37.403660625,0.3153634334100108,325
HPUL1EPA_WQX-MC-04:20230113:1018:FM:PS:,8.82,162.09405044510385,70.0,7.12,65.86257217573221,107.9,3.1233735705209655,66.4,49.2,0.3152608025044511,326
nwisca.01.02401968,8.0,55.2,62.70666666666667,7.12,0.08,130.0,1.77,66.4,37.403660625,0.31506448149753924,327
nwisca.01.02201782,8.2,50.2,66.38,7.12,0.12,120.0,2.01,66.4,37.403660625,0.3150457916606622,328
nwisca.01.02302627,8.45,159.0,115.745,7.12,27.4,346.5,2.1,66.4,37.403660625,0.3148339688387752,329
nwisca.01.02002436,8.1,45.6,52.36666666666667,7.12,0.08,105.0,1.97,66.4,37.403660625,0.31472252669176676,330
nwisca.01.02101244,7.5,12.5,24.353333333333335,7.12,0.65,48.0,2.29,66.4,37.403660625,0.31470952135191704,331
MORONGO1_WQX-BC1020122,8.24,162.09405044510385,269.27,7.12,65.86257217573221,414.3,3.1233735705209655,66.4,314.0,0.31470347243966584,332
HPUL1EPA_WQX-SC-01:20230531:1500:FM:PS:,8.78,162.09405044510385,180.0,7.12,65.86257217573221,276.7,3.1233735705209655,66.4,46.9,0.31454126583440906,333
HPUL1EPA_WQX-RS-01:20230113:1107:FM:PS:,8.45,162.09405044510385,63.0,7.12,65.86257217573221,97.5,3.1233735705209655,66.4,89.8,0.31448812035993756,334
nwisca.01.02303544,8.2,162.09405044510385,246.45972997594052,7.12,24.8,306.0,3.1233735705209655,66.4,340.0,0.3144196781789341,335
nwisca.01.02306445,7.8,27.6,42.03,7.12,0.07,66.0,1.91,66.4,37.403660625,0.3144030228483237,336
nwisca.01.02100702,7.8,55.7,572.28,7.12,4.14,160.5,1.66,66.4,37.403660625,0.31435872770481993,337
nwisca.01.02201781,8.3,49.9,65.04666666666667,7.12,0.12,117.0,2.28,66.4,37.403660625,0.31415856868607245,338
nwisca.01.02303833,8.1,162.09405044510385,246.45972997594052,7.12,18.5,260.0,3.1233735705209655,66.4,840.0,0.31400946239373895,339
nwisca.01.02103106,7.775573846153846,182.0,127.175,7.12,37.4,416.0,1.54,66.4,37.403660625,0.31392735654442644,340
nwisca.01.02301315,7.800000000000001,40.3,292.36,7.12,4.07,53.0,3.1233735705209655,66.4,950.0,0.31392316881525745,341
nwisca.01.02105722,8.2,35.2,49.36666666666667,7.12,0.09,87.0,2.36,66.4,37.403660625,0.3139084239448263,342
nwisca.01.02104250,7.800000000000001,50.6,101.7875,7.12,8.84,170.5,1.73,66.4,37.403660625,0.31383593267908577,343
CA_BVR-LC01:20210907:1037:FM:PS:0.524:Hydro,8.72,162.09405044510385,0.2586,7.12,65.86257217573221,0.4041,3.1233735705209655,66.4,7.1,0.313820949287648,344
